;;#Dev Description;Stat Group;Slot;Affix Group;Special;MinRarity;;;;;;;;;;;;#;#;#;#;#;;#;#;#;#;#;#;#;weap1;head1;tors1;hand1;wais1;feet1;ring1;jewl1;amul1;reli1;weap2;head2;tors2;hand2;wais2;feet2;ring2;jewl2;amul2;reli2;weap3;head3;tors3;hand3;wais3;feet3;ring3;jewl3;amul3;reli3;weap4;head4;tors4;hand4;wais4;feet4;ring4;jewl4;amul4;reli4;weap5;head5;tors5;hand5;wais5;feet5;ring5;jewl5;amul5;reli5;#weap;#head;#tors;#hand;#wais;#feet;#ring;#jewl;#amul;#reli;#;#;#;#;#;#;#;#;#;;;;#;;Ability1;;;;;;;;;;;;;;;;;;#;#;#;#;#;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability4;;;;;;;;;;;;;;;;;;Ability5;;;;;;;;;;;;;;;;;;Ability6;;;;;;;;;;;;;;;;;;Ability7;;;;;;;;;;;;;;;;Ability8;;;;;;;;;;;;;;;
;TheRedMask;"all attacks apply bleeding +100% bleeding dmg";P.Skill.Passive;none;@un;TRUE;epic;6;1;1;1;1;1;1;1;1;1;1;0.04;0.04;0.04;0.04;0.04;TRUE;;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;ruptured;;TRUE;FALSE;0;sc;pass;mult;stat;pow;group;St;;;;;;;;;;;0;;;0;1;0.04;;;;;;ldmg+%;per;0.04;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;AuraOfDarkness1;"whenever take dmg deal damage to all. counts as attack";P.Skill.Power;none;@un;TRUE;myth;6;60;60;60;60;60;1;1;1;1;1;2;2;2;2;2;TRUE;;1;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;child_obj;prefab;Entities/Boons/_Items/AuraOfDarkness/AuraOfDarkness_Fab;;;;;;;;;;;;;;;0;;;0;1;120;;;;;;;;;;;;;;;;;;;;;ldmgtoenem;pow;1;1;1;;minpow;120;0;1;;maxpow;120;0;1;;int;1;0;1;lare;are;5.6;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;AuraOfDarkness2;"deals dmg aoe";P.Skill.Passive;none;@un;TRUE;myth;6;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;TRUE;;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;1;damage;trigger;enemy_hit_us;in_entity;out_owner ;col_stat;col;;;;;;;;;;;0;;;0;';1;lcld3;col;1;0;0;;cha;1;0;0;;nth;1;0;0;;;;;;ldmg;pow;1;0;0;;minpow;10;0;0;;maxpow;10;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;BloodPresence;"whenever strike 10% chance to regen 1 life";P.Skill.Passive;none;@un;TRUE;myth;6;35;35;35;35;35;1;1;1;1;1;0;0;0;0;0;TRUE;;1;9999;9999;9999;9999;9999;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0.1;heal_effect;trigger;trigger_fired;rs_slot;strike;in_entity;out_owner;col_stat;col;;;;;;;;;0;;;0;1;0;lcld3;col;0.1;0;1;lcha%;cha;0.1;0;0.5;;nth;1;0;0;;per;0;0;0;lheal;val;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;CrownOfThorns;"+1 revival | -0.15% max life hp regen";P.Skill.Passive;none;@un;TRUE;brok;6;1;1;1;1;1;1;1;1;1;1;-0.005;-0.005;-0.005;-0.005;-0.005;TRUE;;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sc_transfer_final;stat_from;hp;stat_to;hpr;group_to;;pass;base;;;;;;;;;0;;;0;';-0.005;;;;;;lperc3%;st1;-0.005;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;PirateHat;"+100% gold drops";P.Skill.Passive;none;@un;TRUE;rare;6;10;10;10;10;10;1;1;1;1;1;0.001;0.001;0.001;0.001;0.001;TRUE;;1;9999;9999;9999;9999;9999;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;9990;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;drop_gold;trigger;hit_each;in_position;out_enemy_pos;;;;;;;;;;;;;0;;;0;1;0.01;;;;;;lcha%;cha;0.01;1;0.66;;st1;1;0;0;;st2;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;ThePenitentOne;"when enemy starts attacking u chance to get pacified";P.Skill.Passive;none;@un;TRUE;myth;6;60;60;60;60;60;1;1;1;1;1;0.005;0.005;0.005;0.005;0.005;TRUE;;1;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;apply_status;trigger;enemy_att_start;status;pacified;custom_dur;TRUE;permanent;FALSE;in_entity;out_enemy;;;;;;;0;;;0;1;0.3;;;;;;lcha%;cha;0.3;1;1;;nth;1;0;0;;cnt;1;0;0;ldur1;dur;6;0;0.33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;BrilliantPearl;"+% legend offers";P.Skill.Passive;none;@un;TRUE;rare;6;40;40;40;40;40;1;1;1;1;1;0;0;0;0;0;TRUE;;1;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;;;;;;;;;;;;;;;;;;0;;;0;';0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;MausoleumOfEyes;;P.Skill.Passive;none;@un;TRUE;rare;6;1;1;1;1;1;1;1;1;1;1;-100;-100;-100;-100;-100;TRUE;;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;TRUE;60;gstatm_base;stat;prm;;;;;;;;;;;;;;;0;;;0;';-100;;;;;;;val;-100;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;TheFirstTideJewel;"water octopus -30% cd";P.Skill.Passive;none;@un;TRUE;epic;6;1;1;1;1;1;1;1;1;1;1;0.02;0.02;0.02;0.02;0.02;TRUE;;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;mult;stat;cspd;group;P.Skill.Power.WaterOctopus;;;;;;;;;;;0;;;0;1;0.02;;;;;;lfcld+2%;per;0.02;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;TheSecondTideJewel;"water serpent +3 segment";P.Skill.Passive;none;@un;TRUE;epic;6;14;14;14;14;14;1;1;1;1;1;0.07143;0.07143;0.07143;0.07143;0.07143;TRUE;;1;9999;9999;9999;9999;9999;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;9996;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sc;pass;base;stat;cnt;group;P.Skill.Summon.SeaSerpent;;;;;;;;;;;0;;;0;1;1;;;;;;lseaserpentcnt+;val;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;BlackPearl;"+% master offers";P.Skill.Passive;none;@un;TRUE;myth;6;40;40;40;40;40;1;1;1;1;1;0;0;0;0;0;TRUE;;1;9999;9999;9999;9999;9999;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;9960;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;;;;;;;;;;;;;;;;;;0;;;0;';0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;MermaidTear;"whenever u take dmg recharge a dash and gain +100% dash distance for 1s";P.Skill.Passive;none;@un;TRUE;myth;6;25;25;25;25;25;1;1;1;1;1;0.04;0.04;0.04;0.04;0.04;TRUE;;1;9999;9999;9999;9999;9999;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sct;trigger;enemy_hit_us;pass;mult;stat;dis;group;P.Dash;isPermanent;FALSE;;;;;;;0;;;0;2;1;;;;;;;cha;1;0;0;lnthgethits;nth;3;0;0;ldur1;dur;1;0;0.33;ldrng+%;per;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sct;trigger;enemy_hit_us;pass;mult;stat;spd;group;P.Dash;isPermanent;FALSE;;;;;;;0;;;;;;;cha;1;0;0;;nth;3;0;0;;dur;1;0;0.33;;per;-0.5;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;recharge_dash;trigger;enemy_hit_us;;;;;;;;;;;;;;;0;;cha;1;0;0;;nth;3;0;0;ldashchg;cnt;1;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;TrojanHorse;"+500% global damage. Secretly deals 1000 damage to u on min 10 > 5 consecutive times spawning a large wooden horse over u";P.Skill.Passive;none;@un;TRUE;comm;6;1;1;1;1;1;1;1;1;1;1;0;0;0;0;0;TRUE;;1;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;9999;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;TRUE;5;damage;trigger;on_delay;vfx;Entities/Boons/_Items/TrojanHorse/TrojanHorse_Fab;pierce_evasion;TRUE;pierce_armor;TRUE;non_lethal;FALSE;ignore_shield;TRUE;in_entity;out_owner;delay_stat;col;0;;;0;';0;lcld3;col;5;0;1;;cha;1;0;0;;nth;1;0;0;;pow;1;0;0;;minpow;1000;0;0;;maxpow;1000;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;KoboldGold;;P.Skill.Passive;none;@un;TRUE;rare;6;80;80;80;80;80;1;1;1;1;1;0.00003;0.00003;0.00003;0.00003;0.00003;TRUE;;1;9999;9999;9999;9999;9999;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;9920;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;sct;trigger;nth_gold_pile;pass;mult;stat;pow;group;;isPermanent;TRUE;;;;;;;0;;;0;1;0.002;;;;;;;cha;1;0;0;;nth;1;0;0;ldmg+3%;per;0.002;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;JadeLlama;"+1 attack slot";P.Skill.Passive;none;@un;TRUE;rare;6;200;200;200;200;200;1;1;1;1;1;0.005;0.005;0.005;0.005;0.005;TRUE;;1;9999;9999;9999;9999;9999;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;9800;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;1;boon_slot;slot;attack;;;;;;;;;;;;;;;0;;;0;1;1;laslot+;st1;1;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;LovePotion;"5% on hit to charm an enemy to ur side for 10 seconds";P.Skill.Passive;none;@un;TRUE;rare;6;50;50;50;50;50;1;1;1;1;1;0.002;0.002;0.002;0.002;0.002;TRUE;;1;9999;9999;9999;9999;9999;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;9950;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;charm;trigger;hit_each;in_entity;out_enemy;;;;;;;;;;;;;0;;;0;';0.1;;;;;;lcha%;cha;0.1;0;0.5;;nth;1;0;0;ldur1;dur;6;0;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
;LuckyClover;"+max luck";P.Skill.Passive;none;@un;TRUE;rare;6;35;35;35;35;35;1;1;1;1;1;0;0;0;0;0;TRUE;;1;9999;9999;9999;9999;9999;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;9975;1;1;1;1;1;1;1;1;1;1;;;;;;;;;;;;TRUE;FALSE;0;;;;;;;;;;;;;;;;;;0;;;0;';0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0;;;;;;;;;;0;;;;;;0
