n/a;code;#desc;#sort1;#t;#elite;#sec;isboss;team;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;#tag1;#tag2;#tag3;#tag4;#family;persona;#minm;#mint2;#mint3;#mint4;#mint5;#200val;#;#rfr;#ms;#hits;#barrier;#dps;#dmg;#at;#are;#vlc;#aicd;#status;#pnc;#dur;tas;tam;mint1;rfr;val;#avgv;#maxv;#wcnt;#avggr;mingr;maxgr;max;#;smvm;shp;shpr;s%red;s%res;skbkres;sstares;schadod;shit;#;#mvmB;mvm;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#;#ghits;#;#;#;#;#;#;#;#;#;#hpB;#hits;hp;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;#hprB;#hprs;#hpr%;hpr;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;%red;#%red;_gro;%res;#%res;_gro;kbkres;#kbkres;_gro;stares;#stares;_gro;chadod;#chadod;_gro;hit;#hit;_gro;#hit;#drops;#avgxp;#xphpm;xpdrop;#xpdrop;_gro;xpdr%;tpdrop;#avgg1;#avgg2;#avgg3;#avgg4;#avgg5;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;gmin;#1;#_tsca;_gro;2;#2;#_tsca;_gro;3;#3;#_tsca;_gro;4;#4;#_tsca;_gro;5;#5;#_tsca;_gro;goldr%;#enekidrop;#percdrop;#avgh;pdrop%;#enekidrop;#percdrop;pickup1;probw;pickup2;probw;pickup3;probw;pickup4;probw;eol;idrop%;#enekidrop;#percdrop;iam1;iam2;iam3;iam4;iam5;#iam1;#iam2;#iam3;#iam4;#iam5;#iamavg;#ntru1;#mtru1;#ngro1;#mgro1;brok;#brok;_gro1;#ntru2;#mtru2;#ngro2;#mgro2;comm;#comm;_gro2;#ntru3;#mtru3;#ngro3;#mgro3;rare;#rare;_gro3;#ntru4;#mtru4;#ngro4;#mgro4;epic;#epic;_gro4;#ntru5;#mtru5;#ngro5;#mgro5;myth;#myth;_gro5;#ntru6;#mtru6;#ngro6;#mgro6;immo;#immo;_gro6;#wsum0;#wsum20;treasure1;val1;#%;treasure2;val2;#%;treasure3;val3;#%;treasure4;val4;#%;treasure5;val5;#%;treasure6;val6;#%;treasure7;val7;#%;treasure8;val8;#%;treasure9;val9;#%;#t;eol;entity;variant;ai;ais_1;ability_1;ais_2;ability_2;ais_3;ability_3;ais_4;ability_4;ais_5;ability_5;ais_6;ability_6;ais_7;ability_7;ais_8;ability_8;ais_9;ability_9;ais_10;ability_10;ais_11;ability_11;ais_12;ability_12;ais_13;ability_13;ais_14;ability_14;ais_15;ability_15;ais_16;ability_16;ais_17;ability_17;ais_18;ability_18;ais_19;ability_19;ais_20;ability_20;ais_21;ability_21;ais_22;ability_22;eol;passive_1;passive_2;passive_3;eol
;SwordKromEnemy;;01SwordKromEnemy;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pSwor;#REF!;;;;;16 + 150s;;4;2.3;0.2;100%;4.3;6.8;1.58;0.8;0;0;ruptured;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.07407407407407;3.6;0;0.76;2.2;3.8;0;0.73;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.6;4.3;0;0.65;;0.22;0.49;0.19;0.68;0.16;0.82;0.3;2.1;0.4;3.5;;0.21;22;220;0;9;32;464;0;13.5;62;1178;0;18;220;5170;0;22.5;418;11704;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;0.99;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/SwordKrom/SwordKrom_Fab;black;ai_melee;slash;SwordKrom_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;StoneGolem;;01StoneGolem;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pGole;#REF!;;;;;16 + 150s;;4;2.7;3.4;100%;9.7;17;1.76;4.2;0;0.98;stunned;0;0;TRUE;2;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.37037037037037;4;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;2.9;4.6;0;0.6;;3.8;8.4;3.2;12;2.7;14;5.1;35;6.8;60;;3.36;374;3740;0;9;542;7859;0;13.5;1047;19893;0;18;3740;87890;0;22.5;7106;198968;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0.66;0;;;;0.9;0.9;0;0.33;0.33;0;1;1;0;never;0.06;0.04;1.06;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/StoneGolem/StoneGolem_Fab;default;ai_melee;slash;StoneGolem_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;StoneSoldier;;01StoneSoldier;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pGole;#REF!;;;;;16 + 150s;;4;2.7;3.4;100%;11;17;1.54;1.6;0;0;0;0;0;TRUE;0.3;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.37037037037037;4;0;0.69;2.5;4.2;0;0.67;2.7;4.4;0;0.63;2.8;4.5;0;0.62;2.9;4.6;0;0.6;;3.8;8.4;3.2;12;2.7;14;5.1;35;6.8;60;;3.36;374;3740;0;9;542;7859;0;13.5;1047;19893;0;18;3740;87890;0;22.5;7106;198968;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.66;0.66;0;;;;0.9;0.9;0;;;;1;1;0;never;0.06;0.04;1.06;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/StoneSoldier/StoneSoldier_Fab;default;ai_melee_inert;slash;StoneSoldier_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;Arbiter;;31Arbiter;3;0;;Minion;enemy;;;;;;;;;Sup;Mob;;;;;;;pSpir;#REF!;;;;;4 + 150s;;8;3.4;0.4;0%;#DIV/0!;;;;;;;;;FALSE;0;0;8;0;0;0;6.3;2;1;3;4;;1;1;1;1;1;1;1;1;1;;;3.03703703703704;4.8;0;0.58;3.2;5;0;0.56;3.4;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0;1;1;0;0;0;0;|;0.07;0.04;1;0.04;0.04;0;1;0;0.012;0.072;0.19;0.37;0.61;19.2;57;0;2;114;342;0;2;304;912;0;2;589;1767;0;2;969;2907;0;2;4.5;15;0;2;30;90;0;2;80;240;0;2;155;465;0;2;255;765;0;2;0.0005;2000;0.1%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/Arbiter/Arbiter_Fab;default;ai_wander;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Invulnerable;Arbiter_Aura;;0
;SwordJustice;;01SwordJustice;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pSwor;#REF!;;;;;16 + 150s;;4;2.3;0.2;100%;4.4;6.8;1.56;0.8;0;0;0;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;2.07407407407407;3.6;0;0.76;2.2;3.8;0;0.73;2.3;3.9;0;0.71;2.4;4.1;0;0.69;2.6;4.3;0;0.65;;0.22;0.49;0.19;0.68;0.16;0.82;0.3;2.1;0.4;3.5;;0.21;22;220;0;9;32;464;0;13.5;62;1178;0;18;220;5170;0;22.5;418;11704;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;0.99;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/SwordJustice/SwordJustice_Fab;default;ai_melee;slash;SwordJustice_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Invulnerable;;;0
;BookWarrior;;11BookWarrior;1;0;;Minion;enemy;;Tan;Ini;;;;;;;;;Armored;;;;fShie;pShie;#REF!;;;;;1 + 150s;;999;0.81;3.4;75%;46;40;0.87;0;0;0.5;0;0;0;TRUE;0.6;3;999;0;0;0;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;0.72;1.67;0;1.32;0.76;1.74;0;1.29;0.81;1.83;0;1.26;0.85;1.9;0;1.23;0.89;1.97;0;1.21;;3.8;8.4;3.2;12;2.7;14;5.1;35;6.8;60;;3.43;374;3740;0;9;542;7859;0;13.5;1047;19893;0;18;3740;87890;0;22.5;7106;198968;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;0.5;0.5;0;;;;0.7;0.7;0;;;;0.75;0.75;0;2.6;0.23;0.1;1.06;0.1;0.1;0;1;0;0.08;0.48;1.3;2.5;4.1;14;42;0;2;84;252;0;2;224;672;0;2;434;1302;0;2;714;2142;0;2;39;117;0;2;234;702;0;2;624;1872;0;2;1209;3627;0;2;1989;5967;0;2;0.0015;667;0.2%;0;0.0001;10000;0.01%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0006;1667;0.06%;1;;;;;100%;';';';';1;0%;0%;0%;0%;0;0;-1;0.059%;0.055%;97.9%;92.4%;381.69;329.2645;-0.137351;0.001%;0.004%;1.92%;6.31%;7.5;22.5;2;0%;0.001%;0.19%;1.05%;0.75;3.75;4;0%;0%;0.026%;0.25%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;390.04;356.4145;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Shielder/Shielder_Fab;darkmetal;ai_shielder;dash_s;ShielderE_Dash;dash_l;ShielderE_DashLong;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;BlackLampGenie;"Sends pull-in blackhole bolts";21BlackLampGenie;2;0;;Minion;enemy;;;Ini;;DPS;;Con;;;Mob;;;;;;;pEfre;#REF!;;;;;1 + 150s;;999;5.6;37.8;75%;59.7;40;0.67;0.78;0;0;0;0;0;TRUE;0.6;7;999;0;0;0;1;1;1;1;1;;1;1;1;1;1;1;1;1;1;;;4.99128;6.9;0;0.39;5.3;7.3;0;0.38;5.6;7.6;0;0.36;5.9;7.9;0;0.34;6.2;8.2;0;0.33;;42;93;35;128;30;154;56;391;75;666;;37.8;4158;41580;0;9;6029;87421;0;13.5;11642;221198;0;18;41580;977130;0;22.5;79002;2212056;0;27;;1000s;0.1%;3;88;0;6;12;132;0;6;17;187;0;6;21;231;0;6;25;275;0;6;;;;0.5;0.5;0;;;;0.7;0.7;0;;;;0.75;0.75;0;28;0.37;0.2;1.75;0.2;0.2;0;1;0;0.14;0.86;2.3;4.4;7.3;16;48;0;2;96;288;0;2;256;768;0;2;496;1488;0;2;816;2448;0;2;41;123;0;2;246;738;0;2;656;1968;0;2;1271;3813;0;2;2091;6273;0;2;0.0025;400;0.3%;0;0.0001;10000;0.01%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0009;1111;0.09%;1;;;;;100%;';';';';1;0%;0%;0%;0%;0;0;-1;0.088%;0.083%;97.9%;92.4%;381.69;329.2645;-0.137351;0.002%;0.006%;1.92%;6.31%;7.5;22.5;2;0%;0.001%;0.19%;1.05%;0.75;3.75;4;0%;0%;0.026%;0.25%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;390.04;356.4145;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Monsters/Efreet/EfreetDark_Fab;redpurpledemonic;ai_melee;slash;EfreetDarkE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;AzhualMinion;;22ZombieMummyE;2;0;;Minion;enemy;;Tan;Ini;;DPS;;;;;;;;;;;;pZomb;0;;;;;1 + 150s;;999;3.4;18.1;75%;29.9;38;1.27;0.96;0;0;0;0;0;TRUE;0.6;0;999;0;45;45;1;1;1;1;1;;0.75;1.25;1;1;1;1;1;1;1;;;3.03042;4.8;0;0.58;3.2;5;0;0.56;3.4;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;;20;45;43;76;54;104;69;144;87;192;;18.13;1991;19943;0;6;7407;51849;0;6;21368;149576;0;6;51282;358974;0;6;91168;638176;0;6;;100s;1%;20;88;0;6;12;132;0;6;17;187;0;6;21;231;0;6;25;275;0;6;;;;0.5;0.5;0;;;;0.7;0.7;0;;;;0.75;0.75;0;19;0.32;83.4;1.51;0.2;139;0;1;0;51;79;106;134;162;16;48;0;2;25;75;0;2;33;99;0;2;42;126;0;2;51;153;0;2;35;105;0;2;54;162;0;2;73;219;0;2;92;276;0;2;111;333;0;2;0.0021;476;0.2%;0;0.0664;15;6.64%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.4288;2;42.88%;1;;;;;100%;';';';';1;0%;0%;0%;0%;0;0;-1;0%;0%;0%;0%;381.69;329.2645;-0.137351;38.6%;33.4%;90%;78%;7.5;22.5;2;3.86%;7.72%;9%;18%;0.75;3.75;4;0.39%;2.14%;0.9%;5%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;390.04;356.4145;Tr_Any;15;10%;Tr_AnyAttack;20;16%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;14%;Tr_AnyCast;15;14%;Tr_AnyPower;15;14%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;8%;;;0%;121;0;Entities/Monsters/Zombie/ZombieAzhualMinion_Fab;default;ai_melee;slash;ZombieMummyE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;Azhual;;22ZombieRichMummyE;2;0;;Minion;enemy;;Tan;Ini;;DPS;;;;;;;;;;;;pZomb;0;;;;;1 + 150s;;999;3.8;47.9;75%;68.3;56;0.82;1.9;0;0;0;0;0;TRUE;0.6;0;999;0;45;45;1;1;1;1;1;;0.75;1.25;1;1;1;1;1;1;1;;;3.38694;5.2;0;0.53;3.6;5.4;0;0.51;3.8;5.7;0;0.49;4;5.9;0;0.47;4.2;6.1;0;0.45;;53;118;114;200;143;275;183;380;230;507;;47.88;5269;52668;0;6;19562;136934;0;6;56430;395010;0;6;135432;948024;0;6;240768;1685376;0;6;;250s;0.4%;20;176;0;6;25;275;0;6;33;363;0;6;42;462;0;6;51;561;0;6;;;;0.5;0.5;0;;;;0.7;0.7;0;;;;0.75;0.75;0;51;0.5;130.8;2.36;0.3;218;0;1;0;51;79;106;134;162;16;48;0;2;25;75;0;2;33;99;0;2;42;126;0;2;51;153;0;2;35;105;0;2;54;162;0;2;73;219;0;2;92;276;0;2;111;333;0;2;0.0033;303;0.3%;0;0.1037;10;10.37%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.6702;1;67.02%;1;;;;;100%;';';';';1;0%;0%;0%;0%;0;0;-1;0%;0%;0%;0%;381.69;329.2645;-0.137351;0%;0%;0%;0%;7.5;22.5;2;19.4%;0%;29%;0%;0.75;3.75;4;47.6%;67%;71%;100%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;390.04;356.4145;Tr_Any;15;10%;Tr_AnyAttack;20;16%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;14%;Tr_AnyCast;15;14%;Tr_AnyPower;15;14%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;8%;;;0%;121;0;Entities/Monsters/Zombie/ZombieAzhual_Fab;default;ai_melee;slash;ZombieRichMummyE_Slash;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;0
;ParrotGreen;;01ParrotGreen;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pBird;#REF!;;;;;16 + 150s;;4;3.7;0.4;100%;6.3;11;1.76;0.24;0;0;poisoned;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;3.25925925925926;5.1;0;0.55;3.5;5.3;0;0.52;3.7;5.6;0;0.5;3.8;5.7;0;0.49;4;5.9;0;0.47;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/ParrotGreen/ParrotGreen_Fab;default;ai_cast_near;cast;ParrotGreen_PointCast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Invulnerable;;;0
;ParrotBlack;;01ParrotBlack;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pBird;#REF!;;;;;16 + 150s;;4;3.7;0.4;100%;6.3;11;1.76;0.24;0;0;feared;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;3.25925925925926;5.1;0;0.55;3.5;5.3;0;0.52;3.7;5.6;0;0.5;3.8;5.7;0;0.49;4;5.9;0;0.47;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/ParrotGreen/ParrotBlack/ParrotBlack_Fab;default;ai_cast_near;cast;ParrotBlack_PointCast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Invulnerable;;;0
;ParrotBlue;;01ParrotBlue;0;0;;Minion;enemy;;;;;;;;;;;;;;;;;pBird;#REF!;;;;;16 + 150s;;4;3.7;0.4;100%;6.3;11;1.76;0.24;0;0;chilled;0;0;FALSE;0;0;4;0;0;0;12.5;9.5;3;16;16;;1;1;1;1;1;1;1;1;1;;;3.25925925925926;5.1;0;0.55;3.5;5.3;0;0.52;3.7;5.6;0;0.5;3.8;5.7;0;0.49;4;5.9;0;0.47;;0.44;0.99;0.37;1.4;0.31;1.6;0.59;4.1;0.8;7;;0.35;44;440;0;9;64;928;0;13.5;123;2337;0;18;440;10340;0;22.5;836;23408;0;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;never;0.06;0.04;1;0.04;0.04;0;1;0;0.015;0.089;0.24;0.46;0.75;13;39;0;2;78;234;0;2;208;624;0;2;403;1209;0;2;663;1989;0;2;24;72;0;2;144;432;0;2;384;1152;0;2;744;2232;0;2;1224;3672;0;2;0.0004;2500;0%;0;0;#DIV/0!;0%;pi_heal;1;pi_stamina;0.04;pi_collector;0.08;pi_invulnerability;0.015;0;0.0002;5000;0.02%;1;;;;;100%;';';';';1;0.015%;0%;73.5%;0%;300;0;-1;0.005%;0.016%;24.5%;78.6%;100;100;0;0%;0.004%;1.84%;17.7%;7.5;22.5;2;0%;0.001%;0.18%;2.95%;0.75;3.75;4;0%;0%;0.024%;0.71%;0.1;0.9;8;0%;0%;0%;0%;0;0;0;408.35;127.15;Tr_Any;15;10%;Tr_AnyAttack;20;17%;Tr_AnyDash;15;12%;Tr_AnyStrike;15;12%;Tr_AnyCast;15;12%;Tr_AnyPower;15;12%;Tr_AnySummon;15;12%;Tr_AnyStatus;11;9%;;;0%;121;0;Entities/Summons/ParrotGreen/ParrotBlue/ParrotBlue_Fab;default;ai_cast_near;cast;ParrotBlue_PointCast;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;Invulnerable;;;0
