;;#Name;#Code Description;#Dev Description;#;#;#;#;#;#;#;#;#;#;;;;#;;Stat Group;slot;;;;#tier;#;#;Ability1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Ability5;;;;;;;;;;;;;;;;;;;;;Ability6;;;;;;;;;;;;;;;;;;;;;Ability7;;;;;;;;;;;;;;;;;;;;;Ability8;;;;;;;;;;;;;;;;;;;;;Ability9;;;;;;;;;;;;;;;;;;;;;Ability10;;;;;;;;;;;;;;;Ability11;;;;;;;;;;;;;;;#;LVL_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;fun_LVL_4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;LVL_7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;DruPrescience;Fervent Prescience;;"The first 1/2/3 levels you have 100% Prescience";;G;;;;;;;;;Druid;5;1;3;;P.Skill.Passive;none;2;;;1;;;skip;;;;;;;;;;;;;;;;;0;lbski+;st1;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;2;;2;4;6;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;2;4;6;8;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruBearADmgPerEne;Maul;;;;;;;;;;;;;Druid;1;2;4;DruBear;P.Skill.Passive;none;3;;;1;;;sc_next_attack;trigger;hit_each;pass;tale;group;P.Weapon;stat;pow;stacks;FALSE;expire_on_dur;FALSE;;;;;0;;;;;;cha;1;0;;nth;1;0;lbadmg+;val;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;10;20;30;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;10;20;30;40;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruStrikeDmgFromBAD;Shred;;"Your attacks have a 5/10/15% chance to deal Strike damage equal to your Base Weapon Damage and apply Ruptured (claws overhead animation).";;;;;S;;;;;;Druid;2;2;4;;P.Skill.Strike;strike;5;;;1;;;damage;trigger;hit_each;;;;;in_entity;out_enemy;;;;;;;;;0;;;;;lcha%;cha;LVL_0;0.33;;nth;1;0;lsdmg;pow;1;1;;minpow;300;1;;maxpow;500;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.05;0.1;0.15;0.2;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.05;0.1;0.15;0.2;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruBloodiedOnAttack;Hunger;;"Your attacks have a 10/20/30%*BAT (baseattacktime) chance to apply Bloodied to self for 6s (each stack dissolves independently). While bloodied take 0.5 damage per second. When gather 10 stacks heal 20% life";T;;A;;;;;;;;Druid;4;2;4;;P.Skill.Passive;none;4;;;1;;;damage;trigger;col_cd;pierce_evasion;TRUE;pierce_armor;TRUE;ignore_shield;TRUE;non_lethal;TRUE;in_entity;out_owner;o_above_hp;st1;;;0;;col;0.2;0;;cha;1;0;;nth;1;0;;pow;1;0;ldmg501ps;minpow;0.2;0;;maxpow;0.2;0;lhpthr%;st1;0.2;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;heal_effect;trigger;nth_hit_any;in_entity;out_owner;o_form;Bear;;;;;;;;;0;;;;;lbearcha%;cha;LVL_0;0.2;;nth;1;0;lheal%;per;0.03;0;;val;0;0;;;;;;;;;;;;;;;;;;;;;0;heal_effect;trigger;nth_hit_any;in_entity;out_owner;o_form;Panther;;;;;;;;;0;;;;;lpanthercha%;cha;LVL_1;0.2;;nth;1;0;;per;0.03;0;;val;0;0;0;heal_effect;trigger;nth_hit_any;in_entity;out_owner;o_not_form;;;;;;;;0;;;;;lformlesscha%;cha;LVL_2;0.2;;nth;1;0;;per;0.03;0;;val;0;0;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;4;;0.03;0.06;0.09;0.12;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0.015;0.03;0.045;0.06;0.075;;;;;;;;;;;;;;;;;;;;;;;;;;;0.015;0.03;0.045;0.06;0.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.03;0.06;0.09;0.12;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;0.015;0.03;0.045;0.06;0.075;;;;;;;;;;;;;;;;;;;;;;;;;;;0.015;0.03;0.045;0.06;0.075;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruPullArea;Sprout;;"+350/700/1050 Pull Area";;G;;;;;;;;;Druid;5;2;4;;P.Skill.Passive;none;3;;;1;pul%;Pull Area %;sc;pass;tale;stat;pul;group;P;;;;;;;;;;;0;lpul+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;0.2;0.4;0.6;0.8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;12;18;24;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.2;0.4;0.6;0.8;1;;;;;;;;;;;;;;;;;;;;;;;;;;;6;12;18;24;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruBearArmorOnGetHit;Impenetrable Hide;;"In Bear form: If become attacked gain armor for 12 sec (each gain tracks separately). Elite or Boss attack: 4/8/12/16 Minion attack: 0.5/1/1.5/2. Max gain: +100/200/300/400/500";T;;;;;;;;;;Druid;1;3;4;DruBearADmgPerEne;P.Skill.Passive;none;4;;;1;;;sct;trigger;enemy_att_start;pass;base;group;P;stat;arm;isPermanent;FALSE;o_form;Bear;;;;;0;;;;;;cha;1;0;;nth;1;0;lminionattarmor+;st1;LVL_0;0;leliteattarmor+;st2;LVL_1;0;lbossattarmor+;st3;LVL_1;0;ldur1;dur;12;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;4;;0.5;1;1.5;2;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;4;8;12;16;20;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.5;1;1.5;2;2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;4;8;12;16;20;;;;;;;;;;;;;;;;;;;;;;;;;;;1;2;3;4;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruRabiesOnAttack;Rabies;;"Rabies: 7/14/21%*BAT on Hit enemies to frenzy each enemy hit for 11s giving it 300% attack speed and it attacks any closest target (after-ICD 20s unfrenziable). Rabies enemies deal 50% less damage to you.";;G;;;;;;;;;Druid;2;3;4;;P.Skill.Passive;none;3;weakened;;1;;;apply_status;trigger;hit_each;status;weakened;in_entity;out_enemy;permanent;TRUE;;;;;;;;;0;;;;;lcha%;cha;LVL_0;1;;nth;1;0;;cnt;1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;3;;0.05;0.3;1;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.05;0.1;0.15;0.2;0.25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruPowerDmgWhileDash;Trample;;"While dashing your Powers deal +20/40/60/80/100% damage.";;;;D;;;P;;;;Druid;4;3;4;;P.Skill.Passive;none;4;;;1;pd%;Power Damage %;sc;pass;tale;group;P.Skill.Power;stat;pow;o_dashing;;;;;;;;;;0;lpdmg+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;4;;0.75;1.5;2.25;3;3.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.75;1.5;2.25;3;3.75;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruCooldownRed;Maniac;;"Gain +3/6/9/12/15% Dash Cooldown reduction.";;;;;;;P;;;;Druid;5;3;4;;P.Skill.Passive;none;5;;;1;cr%;Cooldown Reduction %;sc;pass;tale;group;P.Dash;stat;rcs;;;;;;;;;;;0;lrcs+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.03;0.06;0.09;0.12;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.03;0.06;0.09;0.12;0.15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruBADOnAttack;Snapjaw;;"Bear Attack Speed converts to Luck";;;A;;;;;;;;Druid;1;4;5;DruBearArmorOnGetHit;P.Skill.Passive;none;2;;;1;as%;Attack Speed %;sc;stat;spd;group;P.Weapon;pass;addv;o_form;Bear;;;;;;;;;0;lasival+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;sc;stat;cha;group;;pass;addv;o_form;Bear;;;;;;;0;llckival+%;per;LVL_1;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;2;;-0.5;-1;-1.5;-2;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;1.2;1.8;2.4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;-0.5;-1;-1.5;-2;-2.5;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;1.2;1.8;2.4;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruDmgVsWeakened;Feral Swipes;;"Base Dmg vs Weakened";;;;;S;;;;;;Druid;2;4;5;DruRabiesOnAttack;P.Skill.Passive;none;5;weakened;;1;;;dmg_vs;pass;base;group;P.Weapon;re_status;weakened;;;;;;;;;;;0;lbadmg+;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;5;10;15;20;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;5;10;15;20;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
;DruFormDur;Durable Form;;"Forms last 15/30/45% longer";;G;;;;;;;;;Druid;4;4;5;;P.Skill.Passive;none;5;;;1;u%;Duration %;sc;pass;tale;group;P.Skill.Power.Form;stat;dur;;;;;;;;;;;0;ldur+%;per;LVL_0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;;;;;;0;;;;;;;;;0;5;;0.1;0.2;0.3;0.4;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;0.1;0.2;0.3;0.4;0.5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0
