;;#;team;#;#;#;#;#;#;#dmg;#;#;#;#;#;#;#;#;#;#hits;#;#;#;#;#;#;#;#;#;npow1;#npow1;#_tsca;_gro;npow2;#npow2;#_tsca;_gro;npow3;#npow3;#_tsca;_gro;npow4;#npow4;#_tsca;_gro;npow5;#npow5;#_tsca;_gro;#powB;mpow1;#mpow1;#_tsca;_gro;mpow2;#mpow2;#_tsca;_gro;mpow3;#mpow3;#_tsca;_gro;mpow4;#mpow4;#_tsca;_gro;mpow5;#mpow5;#_tsca;_gro;#atB;tim1;#tim1;#_tsca;_gro;tim2;#tim2;#_tsca;_gro;tim3;#tim3;#_tsca;_gro;tim4;#tim4;#_tsca;_gro;tim5;#tim5;#_tsca;_gro;tim2;#tim2;_gro;are;#are;_gro;aicd;#aicd;_gro;min_a;#min_a;_gro;max_a;#max_a;_gro;rng;#rng;_gro;dis;#dis;_gro;aim;#aim;_gro;dur;#dur;_gro;#vlcB;vlc1;#vlc1;#_tsca;_gro;vlc2;#vlc2;#_tsca;_gro;vlc3;#vlc3;#_tsca;_gro;vlc4;#vlc4;#_tsca;_gro;vlc5;#vlc5;#_tsca;_gro;kbk;#kbk;_gro;pnc;#pnc;_gro;bnc;#bnc;_gro;cnt;#cnt;_gro;ang;#ang;_gro;chg;#chg;_gro;col;#col;_gro;rct;#rct;_gro;int;#int;_gro;aipr;#aipr;_gro;st1;#st1;_gro;st2;#st2;_gro;st3;#st3;_gro;tap;#tap;#_gro;Stat Scaling;;;;;;;;;;;;;;;#;ability_type;a1p1;a1p1v1;a1p2;a1p2v1;a1p3;a1p3v1;a1p4;a1p4v1;a1p5;a1p5v1;a1p6;a1p6v1;a1p7;a1p7v1;a1_status;a1_status_val;eol;warning;flash;#base_subtype
;LadyB_DashDance4;LadyB_Dash - Windup Animation into Dash loop into Dash End animation (if During Dash Loop LadyB enters Radius of player interrupt DashLoop and enter DashSlash);enemy;dash_with_anims;3;3;33dash_with_anims;dash_with_anims33;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0.35;0.4;0.37;0;0.07;0.38;0.36;0;0.069;0.37;0.35;0;0.0685;0.36;0.34;0;0.068;0.34;0.32;0;0.067;;;;;;;0;;0;1.2;1.2;0;5;5;0;;;;8.8;10.2;0.16;60;60;0;;;;5.77;6.3;7.9;0;0.25;6.7;8.3;0;0.24;7.1;8.7;0;0.23;7.4;9;0;0.22;7.8;9.4;0;0.21;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;0.6;1;0;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;dash_with_anims;interrupt;LadyB_SlashDance4;;;;;;;;;;;;;;;0;;FALSE;
;LadyB_DashStab1;LadyB_Dash - Windup Animation into Dash loop into Dash End animation (if During Dash Loop LadyB enters Radius of player interrupt DashLoop and enter DashSlash);enemy;dash_with_anims;3;3;33dash_with_anims;dash_with_anims33;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;0.35;0.4;0.37;0;0.07;0.38;0.36;0;0.069;0.37;0.35;0;0.0685;0.36;0.34;0;0.068;0.34;0.32;0;0.067;;;;;;;10;10;0;3.2;3.2;0;18;18;0;;;;21;22.5;0.07;60;60;0;;;;6.07;6.6;8.2;0;0.24;7;8.6;0;0.23;7.4;9;0;0.22;7.8;9.4;0;0.21;8.2;9.8;0;0.2;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;0.6;1;0;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;dash_with_anims;interrupt;LadyB_Stab1;;;;;;;;;;;;;;;0;;FALSE;
;LadyB_SlashDance1;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;6;11.7;10.3;21.6;14.2;28.8;37.4;72.8;63.7;117.6;8.3;4.3;9.7;4.6;14.1;6.9;9.4;4.8;7.8;4.3;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;36;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;1.24;1.5;1.33;0;0.125;1.44;1.28;0;0.122;1.39;1.24;0;0.1195;1.34;1.2;0;0.117;1.29;1.16;0;0.1145;;;;1.5;2.1;0.4;0;;0;0;;0;1.37;1.37;0;1;1;0;;;;240;254;0.06;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrongBlueMagicFlip_Fab;distance;1;yoffset;0;allow_move;TRUE;special;orbit_right;anim_index;0;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;LadyB_SlashDance2;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;6;11.7;10.3;21.6;14.2;28.8;37.4;72.8;63.7;117.6;8.3;4.3;9.7;4.6;14.1;6.9;9.4;4.8;7.8;4.3;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;36;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;1.49;1.82;1.6;0;0.141;1.75;1.54;0;0.1375;1.69;1.49;0;0.1345;1.63;1.44;0;0.1315;1.57;1.39;0;0.1285;;;;1.5;2.1;0.4;0;;0;0;;0;1.37;1.37;0;1;1;0;;;;240;254;0.06;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrongBlueMagicFlip_Fab;distance;1;yoffset;0;allow_move;TRUE;special;orbit_right;anim_index;1;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;LadyB_SlashDance3;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;6;11.7;10.3;21.6;14.2;28.8;37.4;72.8;63.7;117.6;8.3;4.3;9.7;4.6;14.1;6.9;9.4;4.8;7.8;4.3;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;36;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;1.49;1.82;1.6;0;0.141;1.75;1.54;0;0.1375;1.69;1.49;0;0.1345;1.63;1.44;0;0.1315;1.57;1.39;0;0.1285;;;;1.5;2.1;0.4;0;;0;0;;0;1.37;1.37;0;1;1;0;;;;240;254;0.06;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashStrongBlueMagicFlip_Fab;distance;1;yoffset;0;allow_move;TRUE;special;orbit_right;anim_index;2;;;;;0;Entities/Monsters/_Shared/Warn_Melee_Slash_Fab;TRUE;
;LadyB_SlashDance4;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;5.6;10.8;9.5;19.8;13.4;27.2;34.6;67.2;58.5;108;8.9;4.6;10.5;5.1;14.9;7.4;10.1;5.2;8.5;4.6;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;34;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;0.85;1;0.91;0;0.1;0.96;0.87;0;0.098;0.93;0.85;0;0.0965;0.89;0.81;0;0.0945;0.86;0.79;0;0.093;;;;1.8;2.52;0.4;0;;0;0;;0;1.44;1.44;0;1.1;1.1;0;;;;100;113;0.13;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFarBlueMagicFlip_Fab;distance;1.1;yoffset;0;allow_move;TRUE;special;orbit_right;anim_index;3;;;;;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;LadyB_SlashDance5;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;5.6;10.8;9.5;19.8;13.4;27.2;34.6;67.2;58.5;108;8.9;4.6;10.5;5.1;14.9;7.4;10.1;5.2;8.5;4.6;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;34;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;0.69;0.81;0.74;0;0.0905;0.78;0.72;0;0.089;0.75;0.69;0;0.0875;0.72;0.66;0;0.086;0.7;0.65;0;0.085;;;;1.6;2.24;0.4;6;6;0;0;;0;2;2;0;1;1;0;;;;100;113;0.13;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFarBlueMagicFlip_Fab;distance;1;yoffset;0;;;;;anim_index;4;;;;;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;LadyB_SlashDance6;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;5.6;10.8;9.5;19.8;13.4;27.2;34.6;67.2;58.5;108;8.9;4.6;10.5;5.1;14.9;7.4;10.1;5.2;8.5;4.6;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;34;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;0.69;0.81;0.74;0;0.0905;0.78;0.72;0;0.089;0.75;0.69;0;0.0875;0.72;0.66;0;0.086;0.7;0.65;0;0.085;;;;1.4;1.96;0.4;9;9;0;0;;0;3;3;0;1;1;0;;;;100;113;0.13;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFarBlueMagicFlip_Fab;distance;1;yoffset;0;;;;;anim_index;6;;;;;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;LadyB_SlashDance7;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;5.6;10.8;9.5;19.8;13.4;27.2;34.6;67.2;58.5;108;8.9;4.6;10.5;5.1;14.9;7.4;10.1;5.2;8.5;4.6;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;34;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;1.18;1.43;1.28;0;0.1215;1.38;1.23;0;0.119;1.32;1.18;0;0.116;1.28;1.15;0;0.114;1.23;1.11;0;0.1115;;;;1.2;1.68;0.4;12;12;0;0;;0;3;3;0;1;1;0;;;;100;113;0.13;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/_Shared/Slashes/_S_SlashVariants/SlashFarBlueMagicFlip_Fab;distance;1;yoffset;0;;;;;anim_index;7;;;;;0;Entities/Monsters/_Shared/Warn_Melee_LongSlash_Fab;TRUE;
;LadyB_Stab1;LadyB_DancingSlash - enter higher MS and circle around player executing attack anims ;enemy;melee;3;3;33melee;melee33;1200;5.6;10.8;9.5;19.8;13.4;27.2;34.6;67.2;58.5;108;8.9;4.6;10.5;5.1;14.9;7.4;10.1;5.2;8.5;4.6;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;34;6;12;0;1;11;22;0;1;17;34;0;1;48;96;0;1;90;180;0;1;1.47;1.8;1.58;0;0.14;1.73;1.52;0;0.1365;1.67;1.47;0;0.1335;1.61;1.42;0;0.1305;1.55;1.37;0;0.1275;;;;1.2;1.68;0.4;0;;0;0;;0;1.29;1.29;0;1;1;0;;;;480;494;0.03;;;;1.68;2.2;3.4;0;0.53;2.3;3.5;0;0.51;2.5;3.7;0;0.49;2.6;3.8;0;0.48;2.7;4;0;0.47;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.6;0.6;0;1;1;1;1;1;1;x;x;x;1;1;x;x;x;x;0.5;melee;prefab;Entities/Monsters/TheLadyOfTheLake/Lady_DashAttack1/Lady_DashAttack1_Fab;distance;1;yoffset;0;allow_move;TRUE;special;orbit_right;anim_index;11;;;;;0;;FALSE;
;LadyB_JumpStomp;;enemy;jump;3;3;33jump;jump33;1200;11.2;21.6;18.9;39.6;26.9;54.4;69.1;134.4;117;216;4.5;2.3;5.3;2.5;7.4;3.7;5.1;2.6;4.3;2.3;12;24;0;1;22;44;0;1;34;68;0;1;96;192;0;1;180;360;0;1;68;12;24;0;1;22;44;0;1;34;68;0;1;96;192;0;1;180;360;0;1;1.47;1.8;1.58;0;0.14;1.73;1.52;0;0.1365;1.67;1.47;0;0.1335;1.61;1.42;0;0.1305;1.55;1.37;0;0.1275;;;;6;8.4;0.4;0;;0;1.2;1.2;0;5.2;5.2;0;5.2;5.2;0;;;;;;;;;;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;0.3;0.3;0;;;;0.64;0.64;0;;;;1;1;0;x;x;1;1;x;1;1;x;x;1;x;x;x;x;x;0.5;jump;prefab;Entities/Monsters/_Shared/Slashes/MagicSlam_Fab;lerp;linear;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_JumpStomp_Fab;TRUE;
;LadyB_Nova0;;enemy;missile;3;3;33missile;missile33;1200;5.4;10.8;8.6;18;12.6;25.6;33.1;64.4;56.6;104.4;9.3;4.6;11.6;5.6;15.9;7.8;10.6;5.4;8.8;4.8;5.8;12;0;1;10;20;0;1;16;32;0;1;46;92;0;1;87;174;0;1;32;5.8;12;0;1;10;20;0;1;16;32;0;1;46;92;0;1;87;174;0;1;0.68;0.8;0.73;0;0.09;0.77;0.71;0;0.0885;0.74;0.68;0;0.087;0.71;0.65;0;0.0855;0.69;0.64;0;0.0845;;;;0.05;0.05;0;15;15;0;4;4;0;99;99;0;24;24;0;;;;3;3;0;;;;2.1;2.7;4;0;0.47;2.9;4.2;0;0.44;3;4.3;0;0.43;3.2;4.5;0;0.42;3.3;4.7;0;0.41;;;0;;;;;;;7;7;0;10;10;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;1;0.5;x;1;1;1;1;1;x;0.44;missile;prefab;Entities/Monsters/TheLadyOfTheLake/TheLadyOfTheLakeMissileNova_Fab;variant;BlueMagic;anim_index;10;sfx_on_windup_over;Monster_Lady_Nova;invul;TRUE;impact_cd;0.3;;;;;0;;FALSE;
;LadyB_Nova1;;enemy;missile;3;3;33missile;missile33;1200;5.4;10.8;8.6;18;12.6;25.6;33.1;64.4;56.6;104.4;9.3;4.6;11.6;5.6;15.9;7.8;10.6;5.4;8.8;4.8;5.8;12;0;1;10;20;0;1;16;32;0;1;46;92;0;1;87;174;0;1;32;5.8;12;0;1;10;20;0;1;16;32;0;1;46;92;0;1;87;174;0;1;0.68;0.8;0.73;0;0.09;0.77;0.71;0;0.0885;0.74;0.68;0;0.087;0.71;0.65;0;0.0855;0.69;0.64;0;0.0845;;;;0.05;0.05;0;0;;0;4;4;0;99;99;0;24;24;0;;;;5;5;0;;;;2.43;3;4.3;0;0.43;3.2;4.5;0;0.42;3.4;4.8;0;0.4;3.5;4.9;0;0.39;3.7;5.1;0;0.38;;;0;;;;;;;18;18;0;10;10;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;1;0.5;x;1;1;1;1;1;x;0.44;missile;prefab;Entities/Monsters/TheLadyOfTheLake/TheLadyOfTheLakeMissileNova_Fab;variant;BlueMagic;anim_index;10;sfx_on_windup_over;Monster_Lady_Nova;invul;TRUE;impact_cd;0.3;;;;;0;;FALSE;
;LadyB_Nova2;;enemy;missile;3;3;33missile;missile33;1200;5.4;10.8;8.6;18;12.6;25.6;33.1;64.4;56.6;104.4;9.3;4.6;11.6;5.6;15.9;7.8;10.6;5.4;8.8;4.8;5.8;12;0;1;10;20;0;1;16;32;0;1;46;92;0;1;87;174;0;1;32;5.8;12;0;1;10;20;0;1;16;32;0;1;46;92;0;1;87;174;0;1;0.68;0.8;0.73;0;0.09;0.77;0.71;0;0.0885;0.74;0.68;0;0.087;0.71;0.65;0;0.0855;0.69;0.64;0;0.0845;;;;0.05;0.05;0;0;;0;4;4;0;99;99;0;24;24;0;;;;7;7;0;;;;2.68;3.3;4.7;0;0.41;3.5;4.9;0;0.39;3.7;5.1;0;0.38;3.9;5.3;0;0.36;4.1;5.5;0;0.35;;;0;;;;;;;17;17;0;10;10;0;;;;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;1;0.5;x;1;1;1;1;1;x;0.44;missile;prefab;Entities/Monsters/TheLadyOfTheLake/TheLadyOfTheLakeMissileNova_Fab;variant;BlueMagic;anim_index;10;sfx_on_windup_over;Monster_Lady_Nova;invul;TRUE;impact_cd;0.3;;;;;0;;FALSE;
;LadyB_Shoot1;;enemy;missile;3;3;33missile;missile33;780;4.7;9;7.7;16.2;11.1;22.4;28.8;56;48.8;90;10.6;5.6;13;6.2;18;8.9;12.2;6.3;10.2;5.6;5;10;0;1;9;18;0;1;14;28;0;1;40;80;0;1;75;150;0;1;24.5;5;10;0;1;9;18;0;1;14;28;0;1;40;80;0;1;75;150;0;1;0.87;1;0.91;0;0.1;0.96;0.87;0;0.098;0.93;0.85;0;0.0965;0.89;0.81;0;0.0945;0.86;0.79;0;0.093;;;;0.2;0.2;0;6;6;0;2.5;2.5;0;6;6;0;9;9;0;;;;140;140;0;;;;4.7;4.2;4.2;0;0;4.5;4.5;0;0;4.7;4.7;0;0;5;5;0;0;5.2;5.2;0;0;;;0;;;;;;;2;2;0;140;140;0;;;;;;;;;;;;;0.6;0.6;0;;;;;;;;;;1;1;0;0.66;0.66;1;1;1;1;1;0.5;x;0.95;1;1;1;1;x;0.5;missile;prefab;Entities/Monsters/TheLadyOfTheLake/TheLadyOfTheLakeMissileShoot_Fab;variant;BlueMagic;anim_index;8;;;invul;TRUE;impact_cd;0.3;;;;;0;;FALSE;
;LadyB_Shoot2;;enemy;missile;3;3;33missile;missile33;780;4.7;9;7.7;16.2;11.1;22.4;28.8;56;48.8;90;10.6;5.6;13;6.2;18;8.9;12.2;6.3;10.2;5.6;5;10;0;1;9;18;0;1;14;28;0;1;40;80;0;1;75;150;0;1;24.5;5;10;0;1;9;18;0;1;14;28;0;1;40;80;0;1;75;150;0;1;0.87;1;0.91;0;0.1;0.96;0.87;0;0.098;0.93;0.85;0;0.0965;0.89;0.81;0;0.0945;0.86;0.79;0;0.093;;;;0.2;0.2;0;0;;0;4;4;0;11;11;0;9;9;0;;;;140;140;0;;;;4.7;4.2;4.2;0;0;4.5;4.5;0;0;4.7;4.7;0;0;5;5;0;0;5.2;5.2;0;0;;;0;;;;;;;4;4;0;140;140;0;;;;;;;;;;;;;0.6;0.6;0;;;;;;;;;;1;1;0;0.66;0.66;1;1;1;1;1;0.5;x;0.95;1;1;1;1;x;0.5;missile;prefab;Entities/Monsters/TheLadyOfTheLake/TheLadyOfTheLakeMissileShoot_Fab;variant;BlueMagic;anim_index;8;;;invul;TRUE;impact_cd;0.3;;;;;0;;FALSE;
;MossGuardian_DashSlash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;6;11.7;10.3;21.6;14.2;28.8;37.4;72.8;63.7;117.6;8.3;4.3;9.7;4.6;14.1;6.9;9.4;4.8;7.8;4.3;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;;6.5;13;0;1;12;24;0;1;18;36;0;1;52;104;0;1;98;196;0;1;;1.7;1.49;0;0.135;1.63;1.44;0;0.1315;1.57;1.39;0;0.1285;1.52;1.35;0;0.126;1.47;1.31;0;0.1235;;;;;;;1.6;0.94;0.7;0;;0;4.8;4.8;0;;;;6;7.4;0.23;50;50;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;mon_dash;;;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Dash_Fab;TRUE;
;MossGuardianUnholyE_DashSlash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;9.3;18;15.5;32.4;22.1;44.8;57.6;112;97.5;180;5.4;2.8;6.5;3.1;9;4.5;6.1;3.1;5.1;2.8;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;1.7;1.49;0;0.135;1.63;1.44;0;0.1315;1.57;1.39;0;0.1285;1.52;1.35;0;0.126;1.47;1.31;0;0.1235;;;;;;;1.6;0.94;0.7;0;;0;4.6;4.6;0;;;;6;7.4;0.23;60;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;mon_dash;;;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Dash_Fab;TRUE;
;MossGuardianIllusionE_DashSlash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;9.3;18;15.5;32.4;22.1;44.8;57.6;112;97.5;180;5.4;2.8;6.5;3.1;9;4.5;6.1;3.1;5.1;2.8;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;1.7;1.49;0;0.135;1.63;1.44;0;0.1315;1.57;1.39;0;0.1285;1.52;1.35;0;0.126;1.47;1.31;0;0.1235;;;;;;;1.6;0.94;0.7;0;;0;4.6;4.6;0;;;;6;7.4;0.23;60;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;mon_dash;;;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Dash_Fab;TRUE;
;MossGuardianFrostE_DashSlash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;9.3;18;15.5;32.4;22.1;44.8;57.6;112;97.5;180;5.4;2.8;6.5;3.1;9;4.5;6.1;3.1;5.1;2.8;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;1.7;1.49;0;0.135;1.63;1.44;0;0.1315;1.57;1.39;0;0.1285;1.52;1.35;0;0.126;1.47;1.31;0;0.1235;;;;;;;1.6;0.94;0.7;0;;0;4.6;4.6;0;;;;6;7.4;0.23;60;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;mon_dash;;;;;;;;;;;;;;;status;pfrozen_08;0;Entities/Monsters/_Shared/Warn_Dash_Fab;TRUE;
;MossGuardianNatureE_DashSlash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;9.3;18;15.5;32.4;22.1;44.8;57.6;112;97.5;180;5.4;2.8;6.5;3.1;9;4.5;6.1;3.1;5.1;2.8;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;10;20;0;1;18;36;0;1;28;56;0;1;80;160;0;1;150;300;0;1;;1.7;1.49;0;0.135;1.63;1.44;0;0.1315;1.57;1.39;0;0.1285;1.52;1.35;0;0.126;1.47;1.31;0;0.1235;;;;;;;1.6;0.94;0.7;0;;0;4.6;4.6;0;;;;6;7.4;0.23;60;60;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;1;1;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.44;mon_dash;;;;;;;;;;;;;;;status;pimmobilized_0.9s;0;Entities/Monsters/_Shared/Warn_Dash_Fab;TRUE;
;NagaWarrior_DashSlash;;enemy;mon_dash;0;3;03mon_dash;mon_dash03;;6;11.7;10.3;21.6;14.2;28.8;36.7;71.4;62.4;115.2;8.3;4.3;9.7;4.6;14.1;6.9;9.5;4.9;8;4.3;6.4;13;0;1;12;24;0;1;18;36;0;1;51;102;0;1;96;192;0;1;;6.4;13;0;1;12;24;0;1;18;36;0;1;51;102;0;1;96;192;0;1;;1.9;1.65;0;0.15;1.83;1.6;0;0.1415;1.76;1.55;0;0.138;1.7;1.5;0;0.135;1.64;1.45;0;0.132;;;;;;;4.6;2.71;0.7;2.4;2.4;0;3.8;3.8;0;;;;5.4;6.8;0.25;22;22;0;;;;;;;;;;;;;;;;;;;;;;;;;;;0;;;;;;;;;;;;;1;1;0;;;;;;;;;;;;;;;;;;;;;;0.4;0.4;0;1;1;1;1;1;1;x;x;x;x;1;x;x;x;x;0.54;mon_dash;;;;;;;;;;;;;;;;;0;Entities/Monsters/_Shared/Warn_Dash_Fab;TRUE;
