n/a;code;t;#isboss;#cnt;#Hor;#Tan;#Ini;#Rng;#DPS;#Nuk;#Con;#Dis;#Sup;#Mob;#Acc;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#;;#;;#;;#;#;;#;#;;#;;#;;#;;#;;#;;#;;#;;#;;#;#;;#;;#
;PhantomMossShadowE;3;Elite;2.1;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;E1;5.3%;;;;;E1;6.7%;;;;;;;E1;7.7%;;;;;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;;;E1;4.2%;;;;;;;E1;3.3%;;;;;;;E1;3.1%;;;;;;;E1;3.8%;;;;;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;;;;;;;E1;8.3%;;;;;;;;;E1;9.1%;;;;;;;E1;20%;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ForestSpiritE;3;Elite;1.4;0;0;0;0;0;0;0;0;Sup;Mob;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;33.3%;E1;20%;E1;33.3%;E1;33.3%;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ForestSpiritHolyE;3;Elite;1.4;0;0;0;0;0;0;0;0;Sup;Mob;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;33.3%;E1;20%;E1;33.3%;E1;33.3%;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FaerieUnholyE;3;Elite;1.4;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;E1;3.3%;;;;;;;;;;;;;;;;;;;E1;2.6%;;;;;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;;;;;;;;;;;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FaerieArcaneE;3;Elite;1.4;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;E1;3.3%;;;;;;;;;;;;;;;;;;;E1;2.6%;;;;;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;;;;;;;;;;;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WraithFireE;3;Elite;1.3;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;E1;5.3%;;;E1;4.8%;;;;;;;;;;;;;;;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;E1;3.3%;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WraithNatureE;3;Elite;1.3;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;E1;5.3%;;;E1;4.8%;;;;;;;;;;;;;;;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;E1;3.3%;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;WraithBloodE;3;Elite;1.3;0;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;E1;5.3%;;;E1;4.8%;;;;;;;;;;;;;;;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;E1;3.3%;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarriorFrostE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarriorBloodE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarriorUnholyE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;NagaWarriorBlinkE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SirenFrostE;3;Elite;1.6;0;0;0;Rng;DPS;0;Con;0;0;0;0;;;;;E1;3.3%;E1;4.8%;;;;;;;;;;;;;;;;;E1;2.6%;E1;3.8%;E1;4%;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;SirenHolyE;3;Elite;1.6;0;0;0;Rng;DPS;0;Con;0;0;0;0;;;;;E1;3.3%;E1;4.8%;;;;;;;;;;;;;;;;;E1;2.6%;E1;3.8%;E1;4%;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;E1;12.5%;E1;12.5%;E1;12.5%;E1;8.3%;E1;12.5%;E1;12.5%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ThornsElementalBloodE;3;Elite;1.8;0;0;0;Rng;0;Nuk;0;Dis;0;0;0;;;;;E1;3.3%;;;;;;;;;;;;;;;;;;;E1;2.6%;;;E1;4%;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;E1;3.1%;;;;;;;;;;;;;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;;;;;;;;;;;;;E1;16.7%;E1;16.7%;E1;9.1%;E1;16.7%;E1;16.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ThornsElementalFrostE;3;Elite;1.8;0;0;0;Rng;0;Nuk;0;Dis;0;0;0;;;;;E1;3.3%;;;;;;;;;;;;;;;;;;;E1;2.6%;;;E1;4%;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;;;E1;3.1%;;;;;;;;;;;;;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;;;;;;;;;;;;;E1;16.7%;E1;16.7%;E1;9.1%;E1;16.7%;E1;16.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FungusFireE;3;Elite;1.7;Hor;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;E1;5.3%;;;;;;;;;;;;;;;;;;;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;;;;;;;;;;;E1;3.3%;;;;;;;E1;3.1%;;;;;;;E1;3.8%;;;;;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;;;;;;;E1;8.3%;;;;;;;;;E1;9.1%;;;;;;;;;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FungusHolyE;3;Elite;1.7;Hor;0;Ini;0;0;Nuk;0;0;0;Mob;0;;;E1;5.3%;;;;;;;;;;;;;;;;;;;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;;;;;;;;;;;E1;3.3%;;;;;;;E1;3.1%;;;;;;;E1;3.8%;;;;;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;E1;8.3%;;;;;;;E1;8.3%;;;;;;;;;E1;9.1%;;;;;;;;;;;;;E1;7.7%;E1;7.7%;E1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;TreantBloodE;3;Elite;1.6;0;Tan;0;Rng;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;;;E1;2.6%;E1;3.8%;;;;;;;;;;;;;;;E1;4.5%;E1;3%;E1;4.2%;E1;4.3%;E1;4.5%;E1;4.5%;E1;3.3%;E1;4.5%;E1;4.5%;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardianUnholyE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardianIllusionE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardianFrostE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;MossGuardianNatureE;3;Elite;1.7;0;Tan;Ini;0;DPS;0;0;0;0;0;0;E1;9.1%;E1;5.3%;E1;3.3%;E1;4.8%;E1;6.7%;E1;6.7%;E1;8.3%;E1;9.1%;E1;7.7%;E1;9.1%;E1;9.1%;E1;6.3%;E1;2.6%;E1;3.8%;E1;4%;E1;5.3%;E1;5.9%;E1;6.3%;E1;6.3%;E1;6.3%;E1;6.3%;;;E1;3%;;;;;;;;;;;;;;;E1;4.8%;E1;3.1%;E1;4.2%;E1;4.5%;E1;4.8%;E1;3.8%;E1;4.8%;E1;4.8%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;FrogKingB;3;Midboss;1;0;Tan;0;0;0;Nuk;0;0;0;0;Acc;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;100%;;;;;;;;;
;ScarecrowB;3;Midboss;1;0;Tan;Ini;0;DPS;0;0;0;0;0;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;100%;;;;;;;
;LadyB;3;Boss;1;0;Tan;Ini;0;0;Nuk;0;0;0;Mob;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;E1;100%;;;;;
;ArcherSand;4;Minion;12.6;0;0;0;Rng;DPS;0;0;0;0;0;0;3;25%;3;33.3%;2;4%;3;25%;3;33.3%;3;25%;3;25%;3;25%;3;50%;3;25%;3;33.3%;3;50%;2;4%;2;12.5%;3;50%;3;50%;3;50%;3;50%;3;50%;3;50%;3;100%;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;14.3%;3;16.7%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;14.3%;3;12.5%;3;14.3%;3;12.5%;3;12.5%;3;12.5%;3;14.3%;3;16.7%;3;16.7%;3;20%;3;12.5%;3;14.3%;2;14.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandFire;4;Minion;1.1;0;0;0;Rng;DPS;0;0;0;0;0;0;;;;;2;4%;;;;;;;;;;;;;;;;;;;2;4%;2;12.5%;;;;;;;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandFrost;4;Minion;3.3;0;0;0;Rng;0;0;0;Dis;0;0;0;;;;;2;4%;;;;;;;2;25%;;;;;;;;;;;2;4%;;;;;;;2;25%;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;;;;;2;25%;;;;;;;;;;;;;2;25%;;;;;;;;;;;2;50%;;;;;;;;;1;25%;1;25%;1;25%;1;33.3%;1;25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandHoming;4;Minion;1.2;0;0;0;Rng;DPS;0;Con;0;0;0;0;;;;;2;4%;;;;;2;8.3%;;;;;;;;;;;;;2;4%;;;;;2;10%;;;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;;;2;8.3%;;;;;;;;;;;;;2;7.7%;;;;;;;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandLightning;4;Minion;1.4;0;0;0;Rng;0;Nuk;0;0;0;Mob;0;;;;;2;4%;;;2;10%;;;;;;;;;;;;;;;2;4%;;;2;12.5%;;;;;;;;;;;;;1;4%;1;4%;2;8.3%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;2;8.3%;;;;;;;;;;;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandPoison;4;Minion;1.1;0;0;0;Rng;DPS;0;0;0;0;0;0;;;;;2;4%;;;;;;;;;;;;;;;;;;;2;4%;2;12.5%;;;;;;;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandRapidFire;4;Minion;2.1;0;0;0;Rng;0;Nuk;Con;0;0;0;0;;;;;2;4%;;;2;10%;2;8.3%;;;;;;;;;;;;;2;4%;;;2;12.5%;2;10%;;;;;;;;;;;1;4%;1;4%;2;8.3%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;2;8.3%;2;8.3%;;;;;;;;;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandShadow;4;Minion;1.2;0;0;0;Rng;0;0;Con;0;0;0;0;;;;;2;4%;;;;;2;8.3%;;;;;;;;;;;;;2;4%;;;;;2;10%;;;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;;;2;8.3%;;;;;;;;;;;;;2;7.7%;;;;;;;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;ArcherSandVelocity;4;Minion;1.4;0;0;0;Rng;0;Nuk;0;0;0;0;0;;;;;2;4%;;;2;10%;;;;;;;;;;;;;;;2;4%;;;2;12.5%;;;;;;;;;;;;;1;4%;1;4%;2;8.3%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;2;8.3%;;;;;;;;;;;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Bomber;4;Minion;1.9;0;0;0;Rng;0;Nuk;0;0;0;Mob;0;;;;;2;4%;;;2;10%;;;;;;;2;9.1%;;;;;;;2;4%;;;2;12.5%;;;;;;;;;;;;;1;4%;1;4%;2;8.3%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;2;8.3%;;;;;;;2;9.1%;;;;;1;8.3%;1;10%;1;8.3%;1;8.3%;1;8.3%;1;9.1%;1;8.3%;;;;;;;;;;;;;;;;;2;9.1%;;;;;;;;;;;;;2;7.7%;2;7.7%;1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;BomberPoison;4;Minion;2.1;0;0;0;Rng;0;0;Con;0;0;Mob;0;;;;;2;4%;;;;;2;8.3%;;;;;2;9.1%;;;;;;;2;4%;;;;;2;10%;;;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;;;2;8.3%;;;;;2;9.1%;;;;;;;2;7.7%;;;;;2;33.3%;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;2;9.1%;;;;;;;;;;;;;2;7.7%;2;7.7%;1;7.7%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;Cat;4;Minion;1.8;0;0;0;Rng;DPS;0;Con;0;0;0;0;;;;;2;4%;;;;;2;8.3%;;;;;;;;;;;;;2;4%;2;12.5%;;;2;10%;;;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;1;6.7%;1;7.7%;1;6.7%;1;6.7%;1;6.7%;1;6.7%;1;7.1%;1;6.7%;;;2;7.7%;;;;;;;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;CatFrost;4;Minion;3.6;0;0;0;Rng;0;0;Con;Dis;0;0;0;;;;;2;4%;;;;;2;8.3%;2;25%;;;;;;;;;;;2;4%;;;;;2;10%;2;25%;;;;;;;;;1;4%;1;4%;1;5.9%;1;4%;1;4%;1;4%;1;4%;1;5%;1;4%;;;;;2;8.3%;2;25%;;;;;;;;;;;2;7.7%;2;25%;;;;;;;;;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;7.1%;1;25%;1;25%;1;25%;1;33.3%;1;25%;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
